Rank	Organism	Nucleotides	Entries
1814	Quillaja saponaria	249105392	48388
1815	Drosophila busckii	249043537	14371
1816	Pseudomonas coronafaciens pv. garcae	248711026	2742
1817	Neurospora crassa	248548459	281932
1818	Lactobacillus reuteri	248080791	18689
1819	Acrobeloides nanus	248080566	30791
1820	Xanthomonas fragariae	247471244	19191
1821	Pleuromamma xiphias	247250915	555363
1822	Dryadaula visaliella	247092626	255226
1823	symbiont metagenome	246523241	16437
1824	Hematodinium sp. SG-2012	246478436	222677
1825	Ustilago maydis	246313058	259361
1826	Agathiphaga queenslandensis	246264418	738250
1827	Physarum polycephalum	246224708	210086
1828	Fusarium proliferatum	245529508	15136
1829	Enterobacter roggenkampii	245312602	6201
1830	Alternaria tenuissima	245193692	6680
1831	Cymodocea nodosa	244980516	129655
1832	Apis mellifera intermissa	243622324	522797
1833	Diospyros lotus	243562758	414679
1834	Aspergillus oryzae	243542687	75180
1835	Oropetium thomaeum	243206303	635
1836	[no name:434928]	242843125	22480
1837	Danaus plexippus plexippus	241897254	15103
1838	Drosophila willistoni	241812867	47899
1839	Laparus doris doris	241590292	272670
1840	Paris polyphylla var. yunnanensis	241442849	225531
1841	Tilletia indica	241433418	25025
1842	Ettlia oleoabundans	241345559	151257
1843	Meloidogyne javanica	239223869	39493
1844	Vibrio cholerae O1	238963473	10704
1845	Trypoxylus dichotomus	238923797	224640
1846	Trionymus perrisii	237591387	80399
1847	Coregonus lavaretus	237485848	108777
1848	Escherichia coli O157:H7	237268456	6656
1849	Trichomalopsis sarcophagae	237189898	41941
1850	Verticillium dahliae	236695518	14091
1851	Epibacterium mobile	236416699	6044
1852	Burkholderia territorii	236340818	2957
1853	Heliconius melpomene malleti x Heliconius melpomene plesseni	235619602	337126
1854	Eigenmannia virescens	235520724	147059
1855	Phytophthora infestans	235472752	184130
1856	Desmophyllum pertusum	235103077	445656
1857	mine drainage metagenome	234903423	769407
1858	Malpighia emarginata	234819727	135711
1859	Herrania umbratica	234696059	6138
1860	Phallusia mammillata	233971394	11027
1861	Yersinia ruckeri	233828862	4657
1862	Eutreta diana	233053157	139046
1863	Methanosarcina mazei	232760299	10852
1864	Tribolium castaneum	232443457	105736
1865	Paenibacillus odorifer	231736949	4438
1866	Nicrophorus vespilloides	231708231	24178
1867	Blastomyces sp. MA-2018	231694916	25758
1868	Solanum prinophyllum	231267844	189545
1869	Trichinella zimbabwensis	230167887	94911
1870	Oscheius sp. TEL-2014	230034086	206613
1871	Leishmania donovani	229874298	4790
1872	Acipenser sinensis	229669291	216849
1873	Euclidium syriacum	229388919	189
1874	Pseudomonas protegens	229216818	2268
1875	[Candida] boidinii	228977163	5481
1876	Photinus pyralis	228896695	278494
1877	Apis mellifera mellifera	227355511	302
1878	Orussus abietinus	227299273	28709
1879	Francisella tularensis subsp. holarctica	227119649	14790
1880	Apis florea	226382649	47835
1881	Pyricularia grisea	225823979	113816
1882	Dryas drummondii	225686771	13368
1883	Achromobacter xylosoxidans	225677698	15433
1884	alkali sediment metagenome	225643458	196038
1885	Breviolum minutum	225633472	212260
1886	Kerria lacca	225570023	153848
1887	Ectocarpus siliculosus	225338193	81355
1888	Candidatus Rokubacteria bacterium	225309320	21013
1889	Cutibacterium acnes	224371766	5755
1890	Ooceraea biroi	223941644	232
1891	Brucella abortus	223681667	4255
1892	Mycobacterium kansasii	223580592	7472
1893	Bubalus bubalis bubalis	222618555	161336
1894	Meganyctiphanes norvegica	222572478	405582
1895	Acinetobacter nosocomialis	222164228	6757
1896	Elysia cornigera	221996683	249838
1897	Bacillus mycoides	221810997	5342
1898	terrestrial metagenome	221557240	35127
1899	Solanum phureja	221453975	346544
1900	Podocoryna carnea	220915492	216168
1901	Crepidula navicella	220642386	285307
1902	Pogonomyrmex barbatus	220223645	33731
1903	Prunus mume	220215414	28980
1904	Saccharum officinarum	220187721	281059
1905	Rhodobacteraceae bacterium	220147735	18247
1906	Pseudomonas stutzeri	220048673	11999
1907	Trichinella papuae	220042875	87112
1908	Apis dorsata	219787612	47106
1909	Mycobacteroides chelonae	219694264	2972
1910	Entomophthora muscae	219040631	239021
1911	Raoultella ornithinolytica	218916741	4651
1912	Solanum chacoense	218835464	151223
1913	Karenia brevis	218028718	191329
1914	Oryza minuta	218003020	186277
1915	food metagenome	217962784	63570
1916	Blumeria graminis f. sp. hordei DH14	217826550	25515
1917	Anopheles merus	217771632	13521
1918	Olea europaea	217310221	376261
1919	Anopheles funestus	217288223	48525
1920	Aeromonas veronii	217251630	6749
1921	Phytophthora x alni	217004793	254627
1922	Phytophthora cambivora	216811502	137001
1923	Akkermansia muciniphila	216540024	2477
1924	fermentation metagenome	216518408	407150
1925	Acanthamoeba lenticulata	216381686	136694
1926	Drosophila serrata	216274502	22150
1927	Hypochthonius rufulus	216154877	199633
1928	Fusarium oxysporum f. sp. lycopersici 4287	216087592	8111
1929	Phymatopus californicus	215715217	205807
1930	Sminthopsis crassicaudata	215704686	326452
1931	Gilliamella apicola	215624784	12752
1932	Mengenilla moldrzyki	215467987	194014
1933	Elysia timida	215225142	173885
1934	Volvox carteri f. nagariensis	215218703	143782
1935	Xanthomonas arboricola	214928318	4074
1936	Chromera velia	214830616	177741
1937	freshwater sediment metagenome	214828794	252427
1938	Salmonella enterica subsp. enterica serovar Hadar	214786764	4765
1939	Pantoea ananatis	214679585	4601
1940	Fragaria orientalis	214393406	323727
1941	Phytophthora nicotianae	214391464	16896
1942	Agrobacterium tumefaciens	214258498	6751
1943	Tectona grandis	214051916	236245
1944	Procambarus clarkii	213895916	303009
1945	Anopheles arabiensis	213894746	13682
1946	human vaginal metagenome	213240791	108649
1947	Bacteroides ovatus	213190338	3404
1948	Colobanthus quitensis	213089083	260368
1949	Rachycentron canadum	213082617	166468
1950	Staphylococcus chromogenes	213024269	8821
1951	Anopheles coluzzii	212977645	29369
1952	Heliconius hecuba flava	212776364	312531
1953	Casuarina equisetifolia	212619070	192997
1954	Xanthomonas citri pv. citri	212611124	2566
1955	Fusarium oxysporum f. sp. lagenariae	212568665	7233
1956	Rhizopogon vinicolor	211773579	60049
1957	Festuca arundinacea	211515490	259114
1958	Necator americanus	211515298	72293
1959	Apis cerana japonica	211268397	3339
1960	Heliconius hierax	210902356	322821
1961	Cherax quadricarinatus	210755578	199494
1962	Osmia bicornis bicornis	210596360	10227
1963	Chionochloa macra	210476359	297481
1964	Uromyces viciae-fabae	210024841	96562
1965	Rhodospirillaceae bacterium	209946999	7523
1966	Apis cerana cerana	209755143	22260
1967	Leucaena leucocephala	209472368	483106
1968	Anopheles quadriannulatus	209279194	17948
1969	Proctacanthus coquilletti	208909043	14697
1970	Rhagoletis pomonella	208829044	347314
1971	Laparus doris delila	208705193	285603
1972	Acipenser gueldenstaedtii	208269618	369770
1973	Vibrio breoganii	208099275	9241
1974	Flavobacteriaceae bacterium	208022388	9411
1975	Spirobranchus lamarcki	207478954	342683
1976	Lepomis microlophus	207274925	150355
1977	Pristionchus arcanus	207157686	256710
1978	Fragaria nipponica	206597879	215564
1979	Marchantia polymorpha subsp. ruderalis	206529680	4222
1980	Micropterus salmoides salmoides	205718311	223985
1981	Crioscolia alcione	205679920	79867
1982	[no name:443821]	205674223	16782
1983	Chroogomphus rutilus	205428726	64290
1984	Amaranthus hypochondriacus	205361979	386332
1985	Gomphus sp. MG54	204967316	64090
1986	Phlox drummondii	204945945	277308
1987	Lophocorona astiptica	204564521	532131
1988	Salmonella enterica subsp. enterica serovar Braenderup	204459301	3873
1989	Chaetoceros affinis	204196376	166507
1990	Trichuris suis	204138842	17223
1991	Anopheles melas	203987722	30110
1992	Fragaria vesca subsp. vesca	203836520	19369
1993	Fragaria nubicola	203700818	211347
1994	Orobanche minor	203688946	162546
1995	Hemileia vastatrix HvCat	203673998	77285
1996	Agave tequilana	203563770	196130
1997	Lentinula edodes	203207779	55067
1998	Aretaon asperrimus	202905476	187233
1999	Anopheles epiroticus	202731267	7923
2000	Ginkgo biloba	202297720	170026
2001	Drosophila grimshawi	202233562	45710
2002	Epinephelus coioides	201751906	294550
2003	Pleurotus ostreatus	201692645	84759
2004	Fusarium oxysporum f. sp. nicotianae	200970728	3506
2005	Bacillus amyloliquefaciens	200781943	8311
2006	Teleogryllus commodus	200474153	80594
2007	Euglena gracilis	200449540	210371
2008	Verticillium longisporum	200177225	67154
2009	uncultured archaeon	200078464	331356
2010	Ceratina calcarata	200036090	50733
2011	Fragaria iinumae	200004042	118655
2012	Glossoscolex paulistus	199820564	97647
2013	Silene dioica	199801520	210040
2014	Arabis montbretiana	199153185	28823
2015	Apis mellifera carnica	198925363	143424
2016	Setaria viridis	198839775	256313
2017	Drosophila montana	198789799	95553
2018	Heliconius xanthocles	198660643	256419
2019	Pseudomonas savastanoi pv. phaseolicola	198420351	6984
2020	Phytophthora parasitica	198346394	37912
2021	Anopheles dirus	197911397	8544
2022	Streblospio benedicti	197689026	134889
2023	Sepia esculenta	197619756	176532
2024	Bacteroides thetaiotaomicron	197438801	7814
2025	Lagenidium giganteum	197208306	28605
2026	uncultured Prevotella sp.	196992223	18090
2027	Colletotrichum lindemuthianum	196944342	3459
2028	Scolanthus callimorphus	196815633	445634
2029	Drosophila mojavensis	196550911	33555
2030	Edwardsiella carnea	196078025	415998
2031	Micropterus dolomieu	195979858	574137
2032	Corynebacterium pseudotuberculosis	195928937	1530
2033	Salmonella enterica subsp. enterica serovar Thompson	195315671	2644
2034	Flavobacterium psychrophilum	195311709	15034
2035	Sorghum halepense	195074241	223180
2036	Fusarium verticillioides	194928265	93309
2037	Quercus castanea	194404280	201550
2038	uncultured Lachnospiraceae bacterium	194351043	31025
2039	Vibrio alginolyticus	194321460	8265
2040	Trichomonas vaginalis	194189590	57486
2041	Drosophila rhopaloa	193905676	34044
2042	Chromera velia CCMP2878	193662202	5953
2043	Xenoturbella bocki	193630013	241667
2044	Anneslea fragrans	193300353	445251
2045	Arabidopsis lyrata subsp. lyrata	193112283	12593
2046	Porites lutea	193092765	121052
2047	Neocallimastix californiae	193033150	1821
2048	Tuber magnatum	192966631	1601
2049	Nezara viridula	192526545	297054
2050	Lamellibrachia satsuma	191883198	290403
2051	Fopius arisanus	191656592	23954
2052	Bacillus subtilis subsp. subtilis	191623438	1730
2053	Paracoccus marginatus	191260452	60187
2054	Trichinella spiralis	190888062	106474
2055	Chironomus tentans	190388923	80919
2056	Amblema plicata	190268724	264102
2057	Moraxella catarrhalis	190173619	5245
2058	Phytophthora infestans T30-4	190141667	18292
2059	Colossoma macropomum	189534948	106116
2060	Triticum turgidum	189200660	141226
2061	Anopheles atroparvus	189058831	10089
2062	Steganacarus magnus	188866383	175698
2063	Elizabethkingia anophelis	188848115	1512
2064	Oreobates cruralis	188384193	422993
2065	Squalius pyrenaicus	188207380	223299
2066	Caenorhabditis brenneri	187998915	44403
2067	Formica cinerea	187425306	138463
2068	Anopheles culicifacies	187255143	24319
2069	Arachnocampa luminosa	187247523	196681
2070	mixed sample	187226487	124898
2071	Onchocerca ochengi	187146528	47578
2072	Anopheles minimus	187079557	7431
2073	Lygus hesperus	187076520	87145
2074	Trichogramma pretiosum	187011121	1621
2075	Calligrapha confluens	187010931	146367
2076	Neocalanus flemingeri	186801452	192354
2077	Plectus sambesii	186672612	18975
2078	Acanthamoeba castellanii	186612512	256851
2079	Loa loa	186244109	20799
2080	Prunus armeniaca	186107390	205109
2081	Heterocypris incongruens	185718665	285370
2082	Hapalochlaena maculosa	185575378	196915
2083	candidate division WPS-2 bacterium	185573728	8238
2084	Saccostrea sp. non-mordax lineage J	185557393	216513
2085	uncultured prokaryote	185520841	250441
2086	Misgurnus anguillicaudatus	185477518	216620
2087	Trematomus bernacchii	185215825	155473
2088	Tolypocladium inflatum	184853151	263
2089	Tuber melanosporum	184798194	97379
2090	bacterium	184774144	131654
2091	Ambrosia trifida	184675158	248991
2092	Conringia planisiliqua	184177061	729
2093	Achipteria coleoptrata	183897002	180091
2094	Drosophila sechellia	183836772	78749
2095	Labidocera madurae	183797901	210775
2096	Nepenthes ampullaria	183738217	226551
2097	Vaccinium virgatum	183643530	218331
2098	Aspergillus fumigatus	183487155	11029
2099	Nasonia longicornis	183378625	312477
2100	Proasellus beticus	183253588	228032
2101	Human gammaherpesvirus 4	182827156	15219
2102	Drosophila novamexicana	182714803	619
2103	Elodea nuttallii	182091065	207041
2104	Drosophila obscura	182007636	2049
2105	Golovinomyces cichoracearum	181980274	70315
2106	Glycine syndetika	181925383	210721
2107	Clione limacina	181864379	301067
2108	Streptococcus iniae	181599719	7671
2109	Geranium robertianum	181058575	300354
2110	Monosporascus cannonballus	180799664	1757
2111	Salmonella enterica subsp. enterica serovar Senftenberg	180707766	5282
2112	Dinothrombium tinctorium	180399227	22758
2113	Jasus edwardsii	180288468	188034
2114	Dioscorea composita	180065600	131529
2115	Oryza australiensis	179981281	272389
2116	Salicornia europaea	179891286	375197
2117	Trachemys scripta elegans	179725908	232241
2118	Amphimedon queenslandica	179628186	94338
2119	Phragmites australis	179370332	269215
2120	Vibrio harveyi	179229626	17945
2121	Hyalomma dromedarii	179025698	142566
2122	Lutzomyia longipalpis	178653246	77357
2123	Rhizopogon sp. AM-2018a	178615654	75955
2124	Gammarus chevreuxi	178396448	184898
2125	Hypsizygus marmoreus	178322583	51826
2126	Trichomonas vaginalis G3	178315610	75128
2127	Chrysanthemum x morifolium	177947650	223731
2128	Salmonella enterica subsp. enterica serovar Manhattan	177692733	5718
2129	Barringtonia racemosa	177416794	213022
2130	Cenococcum geophilum 1.58	177413650	625
2131	Pinus massoniana	177195458	265163
2132	Allium sativum	177158299	271210
2133	Heliopora coerulea	176982583	166428
2134	Ilex paraguariensis	176981165	238770
2135	Verrucomicrobia subdivision 3 bacterium	176880572	15392
2136	Galendromus occidentalis	176788825	64287
2137	Passiflora edulis	176418785	234371
2138	Rhodococcus hoagii	176406599	3055
2139	Purshia tridentata	176177858	9455
2140	Ramulus artemis	176160994	169506
2141	Candida albicans	176116124	28294
2142	Adamussium colbecki	176074984	239801
2143	Agrostis scabra	176071725	302354
2144	Litchi chinensis	175812281	226888
2145	Alternaria alternata	175653523	10893
2146	Symsagittifera roscoffensis	175542501	336984
2147	Rhizobiales bacterium	175435437	14633
2148	Astacus leptodactylus	174903481	221348
2149	Cronobacter malonaticus	174680245	6206
2150	Aloe vera	174508020	253091
2151	Baetis rhodani	174443359	382409
2152	Wuchereria bancrofti	174428293	36542
2153	Ceratopteris richardii	174077298	156518
2154	Trichoplax adhaerens	174062292	73073
2155	Osmia cornuta	174010132	209804
2156	Formica pressilabris	173992731	130188
2157	Brachionus calyciflorus	173931409	66369
2158	Porphyridium purpureum	173857679	389994
2159	Senna alexandrina	173781176	122798
2160	Fusarium virguliforme	173741604	89632
2161	Strigamia maritima	173697722	24161
2162	Salvelinus fontinalis	173639237	79905
2163	Sphaeromyxa zaharoni	173593051	70919
2164	Polistes metricus	173497015	201998
2165	Dissostichus eleginoides	173437820	233576
2166	Caenorhabditis japonica	173323646	69962
2167	Tetranychus urticae	173296425	117899
2168	Colletotrichum graminicola	173207708	201637
2169	Chlamydia trachomatis	172981072	90971
2170	Lingulodinium polyedra	172977562	193097
2171	Petunia integrifolia	172866747	105530
2172	Glycine tomentella	172417288	198810
2173	Trabutina mannipara	172237634	37039
2174	Alosa pseudoharengus	172146545	216647
2175	Drosophila yakuba	172144668	29227
2176	Loxechinus albus	172008689	184989
2177	Tuber calosporum	171990893	26190
2178	Spodoptera exigua	171382413	195817
2179	Stichodactyla helianthus	171148520	194494
2180	Melanotaenia splendida tatei	171064848	165555
2181	Oehlia diaphana	170662239	15479
2182	Drosophila elegans	170596930	8509
2183	Tischeria quercitella	170439282	290078
2184	Copula sivickisi	170394919	234578
2185	Trichoderma harzianum	170321365	21351
2186	Anopheles christyi	170007394	31489
2187	Acanthamoeba polyphaga	169915972	242698
2188	Taenia saginata	169879230	4514
2189	Cryptosporidium parvum	169792892	80352
2190	Fusarium oxysporum f. sp. conglutinans	169531704	19471
2191	Taenia asiatica	169376835	7763
2192	Flavobacteriales bacterium	169300249	8226
2193	Stephanoeca diplocostata	169151922	129539
2194	Hepacivirus C	168355568	189685
2195	Cryphonectria radicalis	168328369	4792
2196	Arundo donax	167776362	284071
2197	Barbarea vulgaris	167445490	7909
2198	Amaranthus tricolor	167400351	237483
2199	Hypothenemus hampei	167354120	35133
2200	Pseudodiploria strigosa	167212641	253150
2201	Eogammarus possjeticus	167175114	138310
2202	Salmonella enterica subsp. enterica serovar Bovismorbificans	167158124	2682
2203	Noccaea caerulescens	166982502	143121
2204	Cladosiphon okamuranus	166949030	4539
2205	Cucurbita pepo	166929301	119321
2206	Macrobrachium novaehollandiae	166422621	190510
2207	Anopheles albimanus	166229597	7935
2208	Anopheles aquasalis	166192316	20251
2209	Fusarium oxysporum f. sp. gladioli	165737373	8525
2210	Paeniclostridium sordellii	165686081	1840
2211	Formica truncorum	165506169	126610
2212	Plecoglossus altivelis	165376523	101783
2213	Parabacteroides distasonis	165290868	5918
2214	Candidatus Marinimicrobia bacterium	165196699	9763
2215	Rhopilema esculentum	165174093	215544
2216	Pleurotus salmoneostramineus	164938895	39971
2217	mosquito metagenome	164887115	1612878
2218	Influenza A virus	164848859	127153
2219	Coregonus clupeaformis	164754042	77653
2220	Isodiametra pulchra	164750887	255166
2221	Protophormia terraenovae	164154574	126856
2222	Clavularia sp.	164023571	214889
2223	Drosophila kikkawai	163681446	8611
2224	Ignavibacteriae bacterium	163516918	14352
2225	Dryophytes cinereus	163450197	89432
2226	Staphylococcus simulans	163168979	6552
2227	Areca catechu	163113725	124041
2228	Picea sitchensis	162940316	216161
2229	Xanthomonas campestris	162894254	4569
2230	Arthrinium malaysianum	162784272	96502
2231	Diacamma sp. Okinawa-2006a	162775904	168241
2232	Salmonella enterica subsp. enterica serovar Javiana	162414272	6129
2233	Penicillium expansum	162324789	4980
2234	Proteobacteria bacterium	162259418	20934
2235	Dictyocaulus viviparus	162170569	33050
2236	Rhizopogon vesiculosus	162115400	43023
2237	Nephromyces sp. ex Molgula occidentalis	162067023	216769
2238	Drosophila pseudoobscura	162061363	72082
2239	Bifidobacterium breve	161913054	1815
2240	Aethionema arabicum	161661157	37579
2241	Chironex yamaguchii	161528466	152767
2242	Grias cauliflora	161396829	166324
2243	Carya illinoinensis	161280466	225347
2244	[Candida] glabrata	161148336	13524
2245	uncultured fungus	161075658	385071
2246	Streptomyces scabiei	160986061	20493
2247	unidentified phage	160783592	232496
2248	Pedicularis keiskei	160682568	131574
2249	Cantharellus lutescens	160452063	65949
2250	Asterias rubens	160227943	179644
2251	Azaleodes micronipha	160014157	291894
2252	viral metagenome	159767117	100242
2253	Morganella morganii	159149215	5282
2254	Panopea globosa	158954959	288587
2255	Hirudo medicinalis	158256168	188324
2256	Nitella mirabilis	158231656	183805
2257	Formica fusca	158223923	121823
2258	Diploscapter pachys	157719873	10775
2259	Salmonella enterica subsp. enterica serovar Agona	157632805	6052
2260	Pseudomonas chlororaphis	157483618	956
2261	Sinorhizobium meliloti	157415053	5822
2262	Zoanthus sp. QL-2018	156989444	225162
2263	Coffea arabica	156727629	244769
2264	Parthenium argentatum	156703573	231620
2265	Capsella rubella	156698160	35215
2266	Monilinia fructigena	156590846	32001
2267	Pleurobrachia bachei	156426587	22393
2268	Drosophila eugracilis	156410512	7643
2269	Fusarium oxysporum f. sp. cepae	156240712	4653
2270	Fagus crenata	155988143	212502
2271	Emiliania huxleyi CCMP1516	155933126	16924
2272	Athalia rosae	155868255	994
2273	Phortica variegata	155551101	19474
2274	Anopheles darlingi	155195002	21948
2275	Escherichia coli O26	155087716	7615
2276	Formica aquilonia	155018301	132185
2277	stromatolite metagenome	154900267	1490279
2278	Blumeria graminis f. sp. tritici	154831673	21094
2279	Betula papyrifera	154826780	275752
2280	Amaranthus tuberculatus	154778086	130473
2281	Bursaphelenchus xylophilus	154330260	28552
2282	Vibrio campbellii	154200465	24227
2283	Cairina moschata	153982299	115379
2284	Podisus maculiventris	153897748	228165
2285	Purpureocillium lilacinum	153812123	2061
2286	Polistes fuscatus	153738376	157629
2287	Verrucomicrobiales bacterium	153734886	10364
2288	Geranium pyrenaicum	153347668	168206
2289	Leavenworthia alabamica	153207929	24513
2290	Euwallacea fornicatus	153111605	93443
2291	Lactobacillus salivarius	152731686	6906
2292	Osteoglossum bicirrhosum	152589266	56062
2293	Tubaria furfuracea	152561110	537808
2294	Pyrrhocoris apterus	152554422	209323
2295	Diceroprocta semicincta	152135552	223027
2296	Tripterygion delaisi	151974188	327545
2297	Phytophthora cactorum	151963844	42891
2298	Talitrus saltator	151728838	156817
2299	Fusarium oxysporum f. sp. radicis-cucumerinum	151637174	1808
2300	Pristionchus boliviae	151572678	189485
2301	Coelastrella sp. UTEX B 3026	151546507	29867
2302	Alvinella pompejana	151482442	220925
2303	Sceliphron caementarium	151421613	68075
2304	Anopheles koliensis	151384982	42369
2305	Morchella septimelata	151371295	18267
2306	Plasmodium yoelii	151213138	16878
2307	Phytophthora fragariae	151204961	11585
2308	Drosophila ficusphila	151099551	9206
2309	Mangifera indica	151031543	219592
2310	Lepas anatifera	150459295	192491
2311	Thelohanellus kitauei	150368146	5768
2312	Gonium pectorale	150142474	2595
2313	Sargassum vulgare	150133757	67166
2314	Acropora tenuis	149714651	149386
2315	Boechera gunnisoniana	149552057	112157
2316	Megalopta genalis	149533739	114409
2317	Staphylococcus capitis	149186203	5907
2318	Klebsormidium flaccidum	149068804	148225
2319	Tineola bisselliella	148757209	155203
2320	Aeromonas caviae	148679171	6685
2321	Taxillus chinensis	148660204	163263
2322	Trichoplax sp. H2	148628288	44515
2323	saltern metagenome	148587256	1482906
2324	Phytophthora rubi	148354921	14115
2325	Smittium culicis	148275061	13960
2326	Fusarium tucumaniae	148250076	92362
2327	Hirudo verbana	148063050	109352
2328	Platynothrus peltifer	147944244	191335
2329	Xanthomonas vasicola pv. vasculorum	147841111	4844
2330	Lepidonotothen nudifrons	147770852	112601
2331	Thyridopteryx ephemeraeformis	147743548	142144
2332	epibiont metagenome	147684158	128934
2333	Rutilus rutilus	147595850	219057
2334	Thinopyrum intermedium	146986212	151814
2335	Paenibacillus polymyxa	146697737	4182
2336	Anopheles punctulatus	146483705	21091
2337	Anopheles farauti No. 4	146465876	14463
2338	Gnathonemus petersii	146432419	53499
2339	Melampyrum roseum	146343724	113465
2340	Hyphochytrium catenoides	146179907	316749
2341	Tomicus yunnanensis	146146967	207426
2342	Burkholderia contaminans	146036293	3711
2343	Solemya velum gill symbiont	146015366	4950
2344	Bragasellus molinai	145949397	209418
2345	hypersaline lake metagenome	145903645	128918
2346	Neopseustis meyricki	145744499	384204
2347	Salmonella enterica subsp. enterica serovar Rubislaw	145490062	4166
2348	Puccinia graminis f. sp. tritici	145406387	15515
2349	Fragilariopsis cylindrus CCMP1102	145178162	5630
2350	Dermatophagoides farinae	144995412	15699
2351	Trichinella murrelli	144834583	45202
2352	Hyaloperonospora arabidopsidis	144756452	22839
2353	Humulus lupulus	144655700	201826
2354	Leptasterias sp. AR-2014	143749784	108540
2355	uncultured Alistipes sp.	143436376	34828
2356	Halocaridina rubra	143398188	135565
2357	Alosa alosa	143347044	53633
2358	Ambystoma maculatum	142922310	118340
2359	Undaria pinnatifida	142763967	115473
2360	Petunia axillaris	142754937	102425
2361	Carausius morosus	142686200	195019
2362	Oryza officinalis	142654379	110202
2363	Drosophila arizonae	142595841	5180
2364	Extatosoma tiaratum	142459534	163958
2365	Pepsis grossa	142446787	64865
2366	Ramazzottius varieornatus	142397078	113488
2367	Mannheimia haemolytica	142172928	5234
2368	Salmonella enterica subsp. enterica serovar Oranienburg	142136649	2658
2369	candidate division AD3 bacterium	142135074	10740
2370	Schizosaccharomyces pombe	142106789	227341
2371	Chlamydomonas asymmetrica	141965679	4122
2372	Gerbera hybrid cultivar	141896777	175319
2373	Steatoda grossa	141803182	189395
2374	Staphylococcus saprophyticus	141730308	6425
2375	Scylla olivacea	141457222	160264
2376	Anthurium andraeanum	141210673	151188
2377	Taraxacum kok-saghyz	141148605	145456
2378	Drosophila guanche	141052675	13663
2379	Xanthomonas phaseoli pv. phaseoli	140923210	4064
2380	Sorangium cellulosum	140846313	27445
2381	Festuca pratensis	140790824	146419
2382	Tricholoma bakamatsutake	140757785	51415
2383	Pongo pygmaeus	140671098	4503
2384	Crepidotus sp. BD-2015	140581722	505633
2385	Monilinia fructicola	140418028	37812
2386	Peromyscus californicus	140348455	83627
2387	Goniozus legneri	140142975	7857
2388	Proasellus parvulus	140073723	215624
2389	Entodinium caudatum	140065525	76129
2390	Sebastes caurinus	140029736	115501
2391	Ganoderma boninense	140024439	19476
2392	Formica pratensis	139969702	98159
2393	Cynopterus sphinx	139717825	172544
2394	Nepenthes ventricosa x Nepenthes alata	139515871	179564
2395	Glehnia littoralis	139509210	105927
2396	Bifidobacterium pseudocatenulatum	139418250	1555
2397	Melibe leonina	139238245	167761
2398	Bromus tectorum	139163202	184912
2399	Pristionchus hoplostomus	138912532	199712
2400	Bordetella bronchiseptica	138767112	3048
2401	Dermatophagoides pteronyssinus	138705295	4953
2402	Xanthomonas citri pv. fuscans	138686830	4693
2403	Micrurus lemniscatus lemniscatus	138279647	245580
2404	Camptotheca acuminata	138255428	120417
2405	Oryza ridleyi	138158917	215889
2406	uncultured Clostridium sp.	138105806	11959
2407	Drosophila nasuta	138005609	47022
2408	Schrenkiella parvula	137757844	1561
2409	Octopus maya	137610508	227769
2410	Yersinia frederiksenii	137493097	1763
2411	Goniomonas avonlea	137370884	80699
2412	Oryza coarctata	137361944	205384
2413	Peronospora effusa	137357189	14402
2414	Cronobacter dublinensis	137081299	5241
2415	Bacillus pumilus	136925996	6867
2416	Rhipicephalus appendiculatus	136803760	191344
2417	Nibea albiflora	136800030	140455
2418	Umbra pygmaea	136784644	46391
2419	Tetrabaena socialis	136251284	5886
2420	Nitzschia sp. ChengR-2013	136152348	83004
2421	Staphylococcus xylosus	136132670	8327
2422	Selaginella bryopteris	135958912	170967
2423	mollusc metagenome	135917556	129405
2424	Oryza meyeriana var. granulata	135790389	148958
2425	Acipenser sturio	135770320	77960
2426	Burkholderia thailandensis	135470280	595
2427	Puccinia triticina 1-1 BBBD Race 1	135343689	14818
2428	Neolepas marisindica	135276169	164215
2429	Alphaproteobacteria bacterium	134557565	8503
2430	Ctenopharyngodon idella	134521120	118283
2431	Erigeron breviscapus	134505236	182128
2432	plant metagenome	134457855	47591
2433	Salmonella enterica subsp. enterica serovar Paratyphi B	134328468	2786
2434	Snodgrassella alvi	134321915	4424
2435	Neonectria ditissima	134321707	1184
2436	Adelphocoris lineolatus	134170654	107385
2437	uncultured Nitrosopumilales archaeon	134096539	257045
2438	Quercus suber	134043400	105211
2439	Poa pratensis	134029799	368182
2440	Laupala cerasina	133591675	105583
2441	Citrus trifoliata	133513538	140699
2442	Paramecium tetraurelia	133484036	87391
2443	Fusarium circinatum	133086261	7882
2444	Glycine cyrtoloba	132966424	150521
2445	Pleurotus tuoliensis	132915951	9059
2446	Glycine falcata	132894552	142511
2447	Metorchis orientalis	132430911	119792
2448	Tuber aestivum	131937665	8263
2449	Trichoderma atroviride	131701092	37881
2450	Bergera koenigii	131691746	107438
2451	Renilla reniformis	131604796	171111
2452	Lactococcus lactis subsp. lactis	131591870	6375
2453	Rhizoctonia solani	131502006	56816
2454	Nymphoides peltata	131241460	182886
2455	Cantharellus appalachiensis	131226080	31174
2456	Corynebacterium glutamicum	130910552	33693
2457	Phyllostachys edulis	130870543	108462
2458	[Eubacterium] rectale	130805883	3437
2459	Ipomoea purpurea	130651293	149345
2460	Dehalococcoidia bacterium	130601099	10636
2461	Monomorium chinense	130381442	130715
2462	Vicia faba	130269965	136772
