Rank	Organism	Nucleotides	Entries
1424	Coregonus clupeaformis	322560905	144546
1425	Marchantia polymorpha	322535626	97763
1426	Lucilia sericata	320708601	93143
1427	Tetradesmus obliquus	320447076	10999
1428	Azaleodes micronipha	320022243	583778
1429	Tricholoma matsutake	319614119	94558
1430	Lactobacillus rhamnosus	318748836	21604
1431	Viola pubescens var. scabriuscula	318371380	157730
1432	Ascaris lumbricoides	318036862	33932
1433	Panopea globosa	317850054	577113
1434	Puccinia coronata var. avenae f. sp. avenae	316808314	3501
1435	Atalantia buxifolia	315851420	25668
1436	Rotylenchulus reniformis	315746754	104577
1437	Sphyracephala brevicornis	315532795	135462
1438	Eristalis dimidiata	315458718	146246
1439	Takifugu flavidus	314926760	133928
1440	Asclepias syriaca	312646067	287394
1441	Leersia perrieri	311678350	76419
1442	Drosophila biarmipes	310604479	37149
1443	Aphaenogaster ashmeadi	310341347	5102
1444	Primula veris	309904446	8847
1445	Allium sativum	309573960	439730
1446	Betula papyrifera	309549632	551288
1447	Heliconius ethilla aerotome	309146013	233318
1448	Podisus maculiventris	307724440	456208
1449	Meloidogyne incognita	307709415	97378
1450	Prunus avium	307664180	38795
1451	Mayetiola destructor	307522099	76007
1452	Polistes fuscatus	307367862	315091
1453	Burkholderia mallei	307328909	8643
1454	Helicoverpa zea	307148010	28532
1455	Geranium pyrenaicum	306574836	336396
1456	Laemonema laureysi	306494646	86525
1457	uncultured Bacteroidales bacterium	306475852	25923
1458	Exaiptasia pallida	306338062	72234
1459	Lasioglossum albipes	306128332	43507
1460	Euwallacea fornicatus	306090506	186650
1461	Raphanus raphanistrum subsp. raphanistrum	305731100	146266
1462	Drosophila takahashii	305643592	60786
1463	Taenia asiatica	305303473	31852
1464	Osteoglossum bicirrhosum	304932204	111732
1465	Amaranthus tuberculatus	304757456	244319
1466	Ferrisia virgata	304658962	32882
1467	Metrosideros polymorpha var. glaberrima	304603495	36632
1468	Morus notabilis	304481051	47213
1469	Tripterygion delaisi	303863783	654873
1470	Megaselia scalaris	303860808	395205
1471	Talitrus saltator	303402985	313523
1472	Albugo candida	303078295	102099
1473	Sceliphron caementarium	302812298	136109
1474	Komagataella pastoris	301728676	6597
1475	Leptopilina clavipes	301122608	79030
1476	Lepas anatifera	300778276	384694
1477	Selaginella tamariscina	300742311	1431
1478	Narenga porphyrocoma	300632947	258601
1479	Sargassum vulgare	300233949	134287
1480	Campylobacter concisus	299988019	15092
1481	Phytophthora kernoviae	299697974	23273
1482	Mangifera indica	299592644	435980
1483	Boechera gunnisoniana	299091038	224302
1484	Triticum turgidum subsp. durum	298489950	404242
1485	uncultured prokaryote	298296435	324282
1486	Lerema accius	298194248	29992
1487	Taxillus chinensis	297170835	326475
1488	Tineola bisselliella	297051854	309415
1489	Pieris rapae	296824267	43908
1490	Salmonella enterica subsp. enterica serovar Muenchen	296567163	5463
1491	Botryococcus braunii	296248383	218374
1492	Xerophyta viscosa	295481208	915
1493	Thyridopteryx ephemeraeformis	295469321	284265
1494	Lepidonotothen nudifrons	295432694	225062
1495	Cocos nucifera	294894259	424216
1496	Pardosa pseudoannulata	294880669	549368
1497	Hirudo verbana	294730233	216888
1498	Spirodela polyrhiza	294609994	45578
1499	Tarenaya hassleriana	294225217	100101
1500	Thinopyrum intermedium	293654598	303158
1501	Klebsiella quasipneumoniae	293635284	17400
1502	Glossina brevipalpis	293479358	16675
1503	Gnathonemus petersii	292751193	106900
1504	Helobdella robusta	292532545	113703
1505	Tomicus yunnanensis	292190543	414718
1506	Acanthamoeba lenticulata	291945904	147433
1507	Bragasellus molinai	291865386	418827
1508	Megalopta genalis	291683789	216621
1509	Neopseustis meyricki	291475878	768386
1510	Strongylus vulgaris	291136591	167338
1511	Atta cephalotes	290463808	43276
1512	Plecoglossus altivelis	289710140	149228
1513	Salmonella enterica subsp. enterica serovar Dublin	289623927	7388
1514	Puccinia striiformis f. sp. tritici	288766582	70692
1515	Acromyrmex echinatior	288536919	16597
1516	Cyphomyrmex costatus	287537168	26012
1517	Phoebis sennae	287530503	3546
1518	Leptasterias sp. AR-2014	287499568	217080
1519	Drosophila bipectinata	287363829	48141
1520	Burkholderia vietnamiensis	287334490	4494
1521	Posidonia oceanica	286751326	307962
1522	Rhizophagus irregularis DAOM 181602=DAOM 197198	286594422	1441
1523	Alosa alosa	286540344	106973
1524	Pseudomyrmex gracilis	286461793	10909
1525	Atta colombica	286409904	32996
1526	Physarum polycephalum	286345070	241814
1527	Habropoda laboriosa	286303932	50213
1528	Wasmannia auropunctata	285944791	104070
1529	Ambystoma maculatum	285531505	236248
1530	Catajapyx aquilonaris	285356126	23924
1531	Ophiocordyceps sinensis	285230874	81453
1532	Carausius morosus	285189639	389824
1533	Pseudococcus longispinus	285047014	66946
1534	Pepsis grossa	284893574	129730
1535	Extatosoma tiaratum	284842226	327842
1536	Aethina tumida	284746789	88725
1537	Neocalanus flemingeri	284336103	281284
1538	Trachymyrmex septentrionalis	284111583	37824
1539	Steatoda grossa	283240475	378229
1540	Nepenthes ampullaria	283150018	401243
1541	Harpegnathos saltator	283034794	26850
1542	Lingulodinium polyedra	282934410	307586
1543	Rutilus rutilus	282908798	418983
1544	Scylla olivacea	282627900	320052
1545	Cissus quadrangularis	281750267	125258
1546	Conidiobolus incongruus B7586	281686062	51228
1547	Cymbomonas tetramitiformis	281442689	40251
1548	Mus musculus molossinus	281011033	337695
1549	Mycobacterium kansasii	280688125	8244
1550	Peromyscus californicus	280644413	167141
1551	Sisymbrium irio	280509866	133218
1552	Proasellus parvulus	280110016	431233
1553	Campylobacter jejuni subsp. jejuni	279926130	5905
1554	Achipteria coleoptrata	278982183	303196
1555	Pleurotus ostreatus	278675208	135490
1556	Cynopterus sphinx	278537217	343897
1557	Melibe leonina	278414548	335490
1558	Nepenthes ventricosa x Nepenthes alata	277989248	359125
1559	Selaginella moellendorffii	277408357	102793
1560	Dufourea novaeangliae	277289417	7808
1561	Micrurus lemniscatus lemniscatus	276557672	491158
1562	Yamagishiella unicocca	276113370	3440
1563	Gerbera hybrid cultivar	275993298	333357
1564	Ceratosolen solmsi marchali	275796699	9943
1565	Camptotheca acuminata	275403579	240711
1566	Humulus lupulus	274977323	376627
1567	Gilliamella apicola	274849596	17204
1568	Megachile rotundata	274481674	31012
1569	Umbra pygmaea	273529726	92746
1570	Nibea albiflora	273458935	280712
1571	Vibrio cyclitrophicus	273319091	7831
1572	Trypanosoma cruzi	273309558	146600
1573	Phytophthora cinnamomi	273194919	113057
1574	Cucurbita maxima	272597714	9372
1575	Nitzschia sp. ChengR-2013	272304696	166008
1576	Amphinemura sulcicollis	271966088	432560
1577	Selaginella bryopteris	271915974	341932
1578	Citrus x paradisi x Citrus trifoliata	271528865	246450
1579	Cucurbita moschata	270767027	4495
1580	Capsella bursa-pastoris	270558046	12039
1581	Petunia axillaris	270496956	176968
1582	Chaoborus trivitattus	269523984	81224
1583	Vollenhovia emeryi	269376192	24444
1584	Taenia multiceps	269338633	37449
1585	fish metagenome	269099941	810815
1586	Erigeron breviscapus	268978152	364213
1587	Orussus abietinus	268256398	55358
1588	Poa pratensis	267700062	735931
1589	Corynebacterium diphtheriae	267358016	7849
1590	Heliconius melpomene thelxiopeia	267109752	326221
1591	Nicrophorus vespilloides	267108530	41194
1592	Caenorhabditis nigoni	266912559	3416
1593	Colletotrichum tofieldiae	265252530	5313
1594	Heliconius cydno zelinde	264812951	318601
1595	Melipona quadrifasciata	264130947	63296
1596	Steganacarus magnus	263997274	249553
1597	Drosera capensis	263812199	12734
1598	Onthophagus taurus	263805584	14135
1599	Dinoponera quadriceps	263676430	48253
1600	Murraya koenigii	263180594	214819
1601	Oryza minuta	263072507	187014
1602	Angiostrongylus costaricensis	262840018	6414
1603	Nymphoides peltata	262419990	365689
1604	Trachymyrmex zeteki	262201812	16077
1605	Pseudomonas syringae	262186413	18839
1606	Azadirachta indica	262069782	127274
1607	Sebastes caurinus	261931654	206195
1608	Laparus doris	261882145	326802
1609	Meloidogyne arenaria	260650151	31522
1610	Streptococcus pyogenes	260457379	29984
1611	Plasmopara viticola	260376500	63318
1612	Chlamydomonas reinhardtii	260132181	248980
1613	Ipomoea purpurea	260123902	297959
1614	Heliconius ismenius	259912764	160165
1615	Hypochthonius rufulus	259889620	258722
1616	Sarcocystis neurona	259509436	21596
1617	Haemonchus placei	259357883	25289
1618	Bombus impatiens	259094723	46293
1619	Apis cerana	259075461	24011
1620	Hucho taimen	258995587	381319
1621	Boechera stricta	258974202	87744
1622	Rhipicephalus appendiculatus	258712830	362944
1623	Chyphotes mellipes	258535192	110905
1624	Pythium insidiosum	258238222	88796
1625	Mesostigma viride	256647460	276221
1626	Littorina littorea	256614003	155708
1627	Kalanchoe fedtschenkoi	256411860	1359
1628	Clogmia albipunctata	256315723	42939
1629	Enterobacter asburiae	255570143	6908
1630	Henricia sp. AR-2014	255066780	274304
1631	Borassus flabellifer	254989325	340484
1632	Zenia insignis	252961798	316928
1633	Ctenopharyngodon idella	252927114	210492
1634	Saccharomyces pastorianus	251698906	1007685
1635	Echinococcus granulosus	251589174	39316
1636	Prionace glauca	251486543	279435
1637	Rhizopogon rudus	251215690	89928
1638	Proasellus cavaticus	250904513	301657
1639	Micropterus salmoides	250732518	246356
1640	Tetrahymena thermophila SB210	250595637	14701
1641	Drosophila busckii	249035193	14358
1642	Mengenilla moldrzyki	249026963	254632
1643	Hydractinia symbiolongicarpus	248588316	181628
1644	Neurospora crassa	248518501	281900
1645	Pinus patula	248385991	209741
1646	Juncus effusus	247610017	317381
1647	Xanthomonas fragariae	247471244	19191
1648	Agave deserti	247323258	241970
1649	Bithynia siamensis goniomphalos	246752796	381493
1650	Ustilago maydis	246277216	259319
1651	Nitella mirabilis	246261899	284081
1652	Latrodectus geometricus	246102811	346102
1653	Phytophthora rubi	245194368	93294
1654	Sphaerobolus stellatus SS14	244623394	26312
1655	Trichinella spiralis	244294994	174818
1656	Camellia sinensis var. sinensis	244182891	449933
1657	Biomphalaria pfeifferi	243869216	372727
1658	Apis mellifera intermissa	243622324	522797
1659	Aspergillus oryzae	243372711	75011
1660	Oropetium thomaeum	243179387	632
1661	Hirudo medicinalis	242926929	261814
1662	[no name:434928]	242843125	22480
1663	Phyllostachys edulis	242474978	199659
1664	Fopius arisanus	242277473	39300
1665	Drosophila ananassae	242205749	63588
1666	Danaus plexippus plexippus	241917779	15129
1667	Drosophila willistoni	241812867	47899
1668	Laparus doris doris	241590292	272670
1669	aquatic metagenome	241309445	153638
1670	Tilletia indica	241306324	24882
1671	Klebsormidium flaccidum	241230663	216114
1672	Bradyrhizobium canariense	240114266	5390
1673	Proasellus hercegovinensis	239308066	304926
1674	Meloidogyne javanica	239170120	39406
1675	Palythoa caribaeorum	239012365	273243
1676	Vibrio cholerae O1	238958485	10690
1677	Withania somnifera	238942033	148027
1678	Carposina sasakii	238656495	331030
1679	Trichomalopsis sarcophagae	237881968	42981
1680	Trionymus perrisii	237591387	80399
1681	Bacteroides fragilis	237538184	16589
1682	Hermannia gibba	237346879	285457
1683	Silene grisebachii	237118560	327360
1684	Aeromonas hydrophila	236788134	7587
1685	Burkholderia territorii	236331288	2948
1686	Heliconius melpomene malleti x Heliconius melpomene plesseni	235619602	337126
1687	Asterias amurensis	235428680	245865
1688	Pristionchus pacificus	235351541	118548
1689	Phytophthora infestans	235019294	183685
1690	mine drainage metagenome	234903423	769407
1691	Herrania umbratica	234696059	6138
1692	Coilia nasus	234470501	272910
1693	Sorghum halepense	234350517	284929
1694	Staphylococcus pseudintermedius	234301091	7426
1695	Vaccinium virgatum	234246940	253378
1696	Trematomus bernacchii	233964248	193450
1697	Yersinia ruckeri	233742534	4652
1698	Phalaenopsis aphrodite subsp. formosana	233714207	224986
1699	Xanthomonas citri pv. citri	233362169	3284
1700	Eutreta diana	233053157	139046
1701	Helianthus niveus	232817880	173402
1702	Proasellus meridianus	232639476	314518
1703	Tribolium castaneum	232400697	105701
1704	Platichthys stellatus	232276383	146997
1705	Enteucha acetosae	231927541	492296
1706	Echinaster spinulosus	231771611	239195
1707	Cymbidium faberi	231686139	316169
1708	Cepaea nemoralis	231291560	295349
1709	Arabidopsis lyrata subsp. petraea	230502769	298886
1710	Lolium multiflorum	230280216	222715
1711	Oscheius sp. TEL-2014	230034086	206613
1712	Laminaria digitata	229649696	385128
1713	Prymnesium parvum	229635704	242937
1714	Eulimnogammarus cruentus	229477150	321647
1715	Euclidium syriacum	229388270	188
1716	Hirondellea gigas	228977686	280588
1717	Chloroflexi bacterium	228644034	18399
1718	Octopoteuthis deletron	228450966	245346
1719	Glycine syndetika	228409043	272459
1720	Phytophthora fragariae	227765241	18876
1721	Petunia integrifolia subsp. inflata	227260902	304158
1722	Ruegeria mobilis	226829971	6008
1723	Apios americana	226588516	192994
1724	Macrostomum tuba	226549864	181560
1725	Margaritifera margaritifera	226527672	102940
1726	Drosophila serrata	226347351	33478
1727	Apis florea	226329779	47778
1728	Rauvolfia serpentina	225884326	199117
1729	Magnaporthe grisea	225787985	113742
1730	food metagenome	225780129	71486
1731	alkali sediment metagenome	225643458	196038
1732	Symbiodinium minutum	225625187	212242
1733	Silene sartorii	225561930	322432
1734	Rhizopus microsporus B9738	225400092	15798
1735	Ectocarpus siliculosus	225334590	81350
1736	Rhagovelia antilleana	225168583	361097
1737	Paenibacillus odorifer	224926532	4429
1738	Camponotus floridanus	224594814	32253
1739	Pterygioteuthis hoylei	224488160	186387
1740	Lepidotrigona ventralis	224084340	269219
1741	Chionodraco hamatus	223574659	281087
1742	Francisella tularensis subsp. holarctica	223395921	14653
1743	Nothrus palustris	223292974	237976
1744	Ornithodoros turicata	222415796	411239
1745	Festuca pratensis	222088377	218533
1746	terrestrial metagenome	221557240	35127
1747	Pantodon buchholzi	220631542	89435
1748	Hypsizygus marmoreus	220587648	92403
1749	Pogonomyrmex barbatus	220223645	33731
1750	Prunus mume	220208796	28976
1751	Solanum phureja	220054546	346535
1752	Apis dorsata	219759912	47085
1753	Penicillium janthinellum	219514635	59306
1754	Citrus trifoliata	219447936	217913
1755	Pseudomonas syringae pv. syringae	219164158	11268
1756	Venturia inaequalis	218939337	5400
1757	Allium ampeloprasum	218672767	379601
1758	Glycine tomentella	218656133	261341
1759	Soboliphyme baturini	218362057	22422
1760	Lumnitzera littorea	218203146	174112
1761	Pasteurella multocida	218189538	6790
1762	Andrographis paniculata	218039746	213213
1763	Blumeria graminis f. sp. hordei DH14	217826550	25515
1764	Anopheles merus	217765785	13513
1765	Ampulex compressa	217563770	174586
1766	Caulanthus amplexicaulis	217388498	351426
1767	Trachinotus blochii	217314279	201037
1768	Phytophthora x alni	217004793	254627
1769	Lepidosiren paradoxa	216883668	244077
1770	Phytophthora cambivora	216778544	136954
1771	Anopheles funestus	216560921	48401
1772	Portunus sanguinolentus	216549814	239402
1773	Brachionus calyciflorus	216093234	128812
1774	Paspalum notatum	215876368	175944
1775	Volvox carteri f. nagariensis	215210714	143778
1776	Abies pinsapo	215030789	195358
1777	Camponotus fellah	214878992	197163
1778	Chromera velia	214830616	177741
1779	freshwater sediment metagenome	214828794	252427
1780	Fragaria orientalis	214393406	323727
1781	Mycobacteroides chelonae	214256840	2817
1782	Crassostrea hongkongensis	214181337	227885
1783	Yersinia pseudotuberculosis	214022040	6380
1784	Gambierdiscus polynesiensis	213910469	231530
1785	Anopheles arabiensis	213854926	13623
1786	Drosophila montana	213543267	126778
1787	Anopheles coluzzii	212900178	29311
1788	Heliconius hecuba flava	212776364	312531
1789	Fusarium oxysporum f. sp. lagenariae	212568665	7233
1790	Escherichia albertii	212374406	5465
1791	Evechinus chloroticus	212345069	149928
1792	Rhizopogon vinicolor	211773579	60049
1793	Necator americanus	211476044	72226
1794	Sphenodon punctatus	211271425	295742
1795	Apis cerana japonica	211268397	3339
1796	Vampyroteuthis infernalis	210935414	299907
1797	Isatis tinctoria	210916195	175281
1798	Heliconius hierax	210902356	322821
1799	Drosophila virilis	210784776	42242
1800	Proasellus karamani	210439341	355051
1801	Salmonella enterica subsp. enterica serovar Hadar	209844562	4899
1802	Apis cerana cerana	209740876	22253
1803	[Candida] boidinii	209684225	4757
1804	Anopheles quadriannulatus	209279194	17948
1805	Ophiocoma echinata	209074142	223311
1806	Proctacanthus coquilletti	208909043	14697
1807	Pyrus communis	208814119	252492
1808	Neophocaena asiaeorientalis	208807528	282889
1809	Laparus doris delila	208705193	285603
1810	Coffea arabica	208459317	310129
1811	Vibrio breoganii	208099275	9241
1812	Bdelloura candida	208079533	159492
1813	Basidiobolus meristosporus B9252	207718144	41860
1814	Crypthecodinium cohnii	207622977	175972
1815	Viola uliginosa	207418757	342510
1816	Cercis gigantea	206752215	154064
1817	Fragaria nipponica	206597879	215564
1818	Laurencia pacifica	206557100	403100
1819	Pyrrhocoris apterus	206279706	309070
1820	Marchantia polymorpha subsp. ruderalis	206102207	4218
1821	Achromobacter xylosoxidans	205922355	15278
1822	Hemileia vastatrix HvCat	205920278	82661
1823	Lathyrus sativus	205767860	246443
1824	Marthasterias glacialis	205753802	237956
1825	Rhodospirillaceae bacterium	205698659	7446
1826	[no name:443821]	205674223	16782
1827	Ambispora leptoticha	205564710	477263
1828	Amaranthus hypochondriacus	205196319	386317
1829	Colletotrichum sublineola	205186416	5563
1830	Gigaspora margarita	205039039	173041
1831	Crassostrea angulata	204862105	269770
1832	Verticillium dahliae	204805903	11263
1833	Ameiurus nebulosus	204603570	682045
1834	Papio hamadryas	204526505	71393
1835	Vibrio alginolyticus	203992217	11054
1836	Anopheles melas	203987195	30109
1837	Fragaria vesca subsp. vesca	203836520	19369
1838	Rhizopus oryzae	203752289	89939
1839	Eurypanopeus depressus	203736133	247738
1840	Fragaria nubicola	203700818	211347
1841	Argyrosomus regius	203286603	192050
1842	Tisbe holothuriae	202976246	571968
1843	Anopheles epiroticus	202731267	7923
1844	Diversispora versiformis	202594370	581688
1845	Drosophila grimshawi	202233562	45710
1846	Camontagnea oxyclada	201914094	478754
1847	Protopalythoa variabilis	201544192	260196
1848	Fusarium oxysporum f. sp. nicotianae	200970183	3505
1849	Olavius algarvensis	200750402	347211
1850	Micrurus spixii	200742096	366731
1851	Halisarca dujardini	200676959	277995
1852	Colletotrichum fioriniae	200370376	3561
1853	Verticillium longisporum	200134314	67091
1854	Ceratina calcarata	200018368	50706
1855	Fragaria iinumae	200004042	118655
1856	insect gut metagenome	199821706	163370
1857	Syngnathus scovelli	199282863	114750
1858	Arabis montbretiana	199143513	28822
1859	Aspergillus parasiticus SU-1	199123110	14733
1860	Gevuina avellana	199100179	370211
1861	Puccinia sorghi	199083946	31450
1862	Phagocata morgani	199075238	187608
1863	Athetis lepigone	199026241	319822
1864	Trichinella patagoniensis	198921674	85016
1865	Bixa orellana	198906666	106193
1866	Hofstenia miamia	198829041	311508
1867	Setaria viridis	198718685	256216
1868	Heliconius xanthocles	198660643	256419
1869	Plasmodium vivax	198495899	74628
1870	Phytophthora parasitica	198332058	37894
1871	Acanthopteroctetes unifascia	198221448	622686
1872	Polianthes tuberosa	198203471	193784
1873	Bacillus mycoides	197980365	4828
1874	Anopheles dirus	197911397	8544
1875	Phelipanche aegyptiaca	197887351	178902
1876	uncultured archaeon	197859564	346259
1877	Potamopyrgus antipodarum	197848161	199940
1878	Rhizophora mucronata	197827331	188521
1879	Arctia plantaginis	197620418	398930
1880	Allium fistulosum	197324045	312316
1881	Lagenidium giganteum	197206158	28601
1882	Lactobacillus reuteri	197190589	13656
1883	Colletotrichum lindemuthianum	196929896	3436
1884	uncultured Prevotella sp.	196620918	17195
1885	Mucor racemosus B9645	196599117	19080
1886	Drosophila mojavensis	196288319	33367
1887	Bacillus amyloliquefaciens	195548305	9259
1888	Amia calva	195519059	70565
1889	Platynothrus peltifer	195061545	276495
1890	Cipangopaludina cathayensis	195005877	302003
1891	Pyropia haitanensis	194831953	175786
1892	Megastigmus spermotrophus	194545772	176690
1893	Pseudomasaris vespoides	194459008	103794
1894	Shigella dysenteriae	194397491	7542
1895	Dioscorea zingiberensis	194315618	170014
1896	Papaipema speciosissima	194309614	137793
1897	Trichomonas vaginalis	194166025	57456
1898	Osmia cornuta	194040130	226247
1899	Drosophila rhopaloa	193901878	34040
1900	Chromera velia CCMP2878	193662202	5953
1901	uncultured Lachnospiraceae bacterium	193571952	28978
1902	Fusarium virguliforme	193555240	102489
1903	Arabidopsis lyrata subsp. lyrata	193112283	12593
1904	Salix purpurea	193091357	375056
1905	Neocallimastix californiae	193033150	1821
1906	Carya cathayensis	192910280	172952
1907	Monilinia fructicola	192695888	71635
1908	Trichomycterus areolatus	192684001	129416
1909	Atractylodes lancea	192568284	262614
1910	Paracyclopina nana	192260531	121614
1911	Paracoccus marginatus	191260041	60186
1912	Flavobacteriaceae bacterium	191108020	7934
1913	Camellia reticulata	190792911	278406
1914	Proasellus escolai	190417170	364060
1915	Chironomus tentans	190388265	80918
1916	Gymnocypris przewalskii przewalskii	190341744	212060
1917	Schmidtea polychroa	190318013	174652
1918	Phytophthora infestans T30-4	190141667	18292
1919	Haliotis discus hannai	189844973	320352
1920	Epinephelus fuscoguttatus	189612209	81581
1921	Anopheles atroparvus	189053698	10081
1922	Flavobacterium psychrophilum	188793615	14009
1923	Zymoseptoria brevis	188461710	52970
1924	Squalius pyrenaicus	188161900	223236
1925	Coleochaete orbicularis	188040313	212691
1926	Caenorhabditis brenneri	187998915	44403
1927	Scaptodrosophila lebanonensis	187479113	34244
1928	Formica cinerea	187425306	138463
1929	Anopheles culicifacies	187251066	24313
1930	Onchocerca ochengi	187146528	47578
1931	Anopheles minimus	187076667	7426
1932	Trichogramma pretiosum	187004967	1611
1933	Semisulcospira coreana	186710781	268867
1934	Plectus sambesii	186672612	18975
1935	Acanthamoeba castellanii	186606372	256823
1936	Loa loa	186243415	20798
1937	Proasellus rectus	186182744	269063
1938	Bragasellus peltatus	186146045	214929
1939	Aphidius ervi	185701020	276193
1940	Parascaris equorum	185447236	60442
1941	Plasmodium falciparum	185354329	130448
1942	Zea nicaraguensis	185054398	270730
1943	Ischnura elegans	184817734	215415
1944	Tuber melanosporum	184798194	97379
1945	Holcus lanatus	184624056	186021
1946	Vibrio anguillarum	184547144	2069
1947	Brucella abortus	184474012	3925
1948	Elizabethkingia anophelis	184399636	1552
1949	Conringia planisiliqua	184175941	728
1950	Drosophila sechellia	183836772	78749
1951	Salmonella enterica subsp. enterica serovar Schwarzengrund	183640905	5064
1952	Nasonia longicornis	183378625	312477
1953	Camellia chekiangoleosa	183363837	312068
1954	Snodgrassella alvi	183296667	6420
1955	Arion vulgaris	183212920	273138
1956	Scomber colias	183080582	187711
1957	Hypothenemus hampei	182534777	52263
1958	Mytilus californianus	182524900	329822
1959	Glycera dibranchiata	182255468	250572
1960	Drosophila obscura	182007636	2049
1961	Mycosphaerella eumusae	181698320	51535
1962	Girardia dorotocephala	181527195	214465
1963	Pseudomonas stutzeri	181391118	13235
1964	Lentinula edodes	181260748	34940
1965	Amphimedon queenslandica	180848729	97071
1966	Oryza australiensis	179961774	272370
1967	Trachemys scripta elegans	179703183	232225
1968	Micrurus corallinus	179677048	337042
1969	Clostridium perfringens	179629275	10373
1970	Nepenthes khasiana	179531143	198441
1971	Photobacterium angustum	179526796	2610
1972	Echinarachnius parma	179144526	193957
1973	Petunia exserta	178778541	110520
1974	Elliptio complanata	178760596	275337
1975	Landoltia punctata	178736451	154979
1976	Lutzomyia longipalpis	178625549	77302
1977	Rhizopogon sp. AM-2018a	178615654	75955
1978	Trichomonas vaginalis G3	178315610	75128
1979	Andesiana lamellata	178148500	323847
1980	Galactomyces candidus	178104216	69017
1981	Planctomycetaceae bacterium	177860108	9463
1982	Amoebidium parasiticum JAP-7-2	177849282	210474
1983	Athelia rolfsii	177618078	19847
1984	Gambierdiscus excentricus	177454679	154760
1985	Cenococcum geophilum 1.58	177413650	625
1986	Luffa aegyptiaca	177379443	202420
1987	Galendromus occidentalis	176787567	64285
1988	Drosophila persimilis	176561990	28033
1989	Rhodococcus hoagii	176378571	3030
1990	Raoultella ornithinolytica	176368310	3293
1991	Ichthyophonus hoferi	176361510	3546
1992	Proasellus racovitzai	176154302	255421
1993	Asterias rubens	175919185	163196
1994	Trichinella murrelli	175857297	84470
1995	Staphylococcus chromogenes	175763580	6907
1996	Mastotermes darwiniensis	175287044	341928
1997	Phaeocystis antarctica	174853157	245551
1998	Aeromonas veronii	174715580	5941
1999	Baetis rhodani	174421343	382374
2000	Brugia pahangi	174224740	30153
2001	Formica pressilabris	173991681	130186
2002	Scapharca broughtonii	173984511	233039
2003	Porphyridium purpureum	173856587	389993
2004	Proasellus arthrodilus	173773262	250761
2005	Strigamia maritima	173697722	24161
2006	Bacillus pumilus	173636282	6416
2007	Sphaeromyxa zaharoni	173593051	70919
2008	Candida albicans	173508185	35142
2009	Cylicostephanus goldi	173399213	154551
2010	Caenorhabditis japonica	173323646	69962
2011	Tetranychus urticae	173233435	117831
2012	Colletotrichum graminicola	173201696	201624
2013	Physalis peruviana	172972446	165950
2014	Salmonella enterica subsp. enterica serovar Manhattan	172956439	5671
2015	Nothofagus pumilio	172666294	156838
2016	Carya illinoinensis	172526931	283293
2017	Spirogyra pratensis	172280022	167337
2018	Trabutina mannipara	172237634	37039
2019	Charybdis feriata	172185915	172806
2020	Racocetra castanea	172014328	282852
2021	Cotesia rubecula	171894235	77717
2022	Bothrops moojeni	171780831	262314
2023	Picea sitchensis	171451097	225550
2024	Nothobranchius kuhntae	171215721	86826
2025	Anopheles darlingi	171164924	38044
2026	Drosophila yakuba	171033225	27933
2027	Allium macrostemon	171006954	323414
2028	Papaipema sp. 4 SJO-2017	170865250	190144
2029	Rhodonematella subimmersa	170858776	266287
2030	Pecoramyces ruminatium	170634134	207291
2031	Veronica cymbalaria	170599347	240949
2032	Drosophila elegans	170594397	8506
2033	Hynobius chinensis	170399693	292364
2034	Onchocerca flexuosa	170316771	78174
2035	Enterobacter kobei	170252904	3477
2036	Anopheles christyi	170007394	31489
2037	Trichoderma harzianum	169926369	20729
2038	Argochrysis armilla	169904990	80934
2039	Acanthamoeba polyphaga	169898181	242675
2040	Taenia saginata	169875729	4501
2041	Asterias forbesi	169871520	137516
2042	Deltaproteobacteria bacterium	169850669	8481
2043	Megathyrsus maximus	169698413	213883
2044	Cryptosporidium parvum	169566554	79986
2045	Fusarium oxysporum f. sp. conglutinans	169524053	19465
2046	Digitaria sanguinalis	169508460	238182
2047	Rhododendron delavayi	169400328	167015
2048	Sipyloidea sipylus	169334973	228166
2049	Anopheles aquasalis	169290341	23678
2050	Tegeticula yuccasella	169171645	412780
2051	Ophryotrocha diadema	168724928	213144
2052	Serangium japonicum	168344114	316162
2053	Cotesia glomerata	168325788	82345
2054	Trichoderma atroviride	168003363	37852
2055	Alloteropsis angusta	167992332	143661
2056	Colpodella angusta	167922435	288849
2057	Proasellus coiffaiti	167747028	250676
2058	Allium tuberosum	167742225	297558
2059	Maconellicoccus hirsutus	167695108	21040
2060	Barbarea vulgaris	167441965	7906
2061	Meccus pallidipennis	167340770	187428
2062	Pristionchus exspectatus	167030900	10094
2063	Cladosiphon okamuranus	166910611	4538
2064	Tigriopus japonicus	166651733	110001
2065	Salmonella enterica subsp. enterica serovar Thompson	166650708	2337
2066	Prunus armeniaca	166551457	212583
2067	Trigonella foenum-graecum	166323364	456848
2068	Anopheles albimanus	166220281	7921
2069	Nothobranchius rachovii	166045553	79816
2070	Iconisemion striatum	166014725	74180
2071	Hymenolepis diminuta	165981432	13997
2072	Passiflora edulis	165920520	234153
2073	Monilinia laxa	165900507	63668
2074	Cronobacter malonaticus	165770416	5807
2075	Fusarium oxysporum f. gladioli	165730393	8508
2076	Sinocyclocheilus angustiporus	165650584	312242
